Account,Token Account,Quantity,Percentage
8kfuwAt2Q8LSwUE2cfDBoNrNw2M1CHDfFWr3D4DqZRkq,7RB6MnQRKV7VJoKLNk35nhtP3zrEgc8fGV7ryYHRYmqv,174039.42,0.02
FJVrL4FigS2pkziG9VS97mJR4x2Mvy1dvdvQf23AGbxb,37jddG5RVKieh5QwMAySJmdGBpmzrgnXaiT2tBRHRcBi,158550.2,0.02
3b83eHduBWxn8woKAzmz57asuvNeeVPqxK5b7TCSM7AY,CnaGXMVgMNdCtakDG4A7A2Dqr1irpF7BWyZu9Y2hLhcT,156220.72,0.02
9R9JYRZmg31CjNxdqkLdSbFb95PwaSu5uTXQ7jEbzSfp,5ygXEHquCx8oXxQPBmgyHXEbog6yDKhZBnPCbUNDF9GT,152047.42,0.02
8vPykSE93b7PRVNgLjA1sXWMKQToaZMeaeimCUmsFtv3,5eWqtLhVFWuu5XKRvvGiMF6pb4NrQfSsu3o6bSAT1jik,142046.05,0.01
Chc6A1ZKdPgZGadoRcux5eL7WHozY7mzSKDRfNZQcSTb,mpgd4gLBcCS9uesWDHRXJLm5fTvJcK3u4GmwDt9MTdr,141578.34,0.01
FgMfxSzDckP9FGfvCskMZQFSymTMPzru91sxVhJpL8bU,B2URVEcFugfCSAcDiGPPZimqdf6nEiNAJtSKcxyTgHHQ,133457.4,0.01
G9zr2N3yBX3DeHzyPDErdfwJnDB2pVFEY8bmxzkMsCPc,ASGZYmavfwbkSy6obrs1QNePm2QxuMw39EBjJtgStnns,131990.73,0.01
44bPvZsu8BbgWVoZdaVhbVxVED6TfywKNUvRZdahYC2E,2YgWGNTDtFR2gRtWQatKT6piqH4autN6W36fDT9hWYwF,130169.75,0.01
78H72Pg8eyZg8aCfY8e89vd5Gz1DrztFPJPZAhmhcWPZ,41AL6qRoBDY6yzrivPGVNgswEEgAVQ21gU7ep3avi7io,128663.36,0.01
2N143uv1UKwKTdJ6Q8mLfSH7bhXtgztJRiStADS3gMFm,Huc1Werpc92HaQvmRQrADUgvyk7c5ZC7UpJ2MNqohKb3,117935.73,0.01
Faa1smbY8zXJhxKpzFYWxdy3ZWUSKwbvsaPbTKqiMnW8,6dGB5rtRxtQi5dtb1LvPsso1WmgsE3HwgC5xEZEMdBcv,117417.57,0.01
EtoKVJJAawTULLt24MzszwLHPAGGbYAX3CoYvTH35VFp,yvWeP7XsdE6MywLVeaYZTc72hPj2NnbM45JLqTz6xmU,116353.35,0.01
2KD7R3x2EoRRBgr2hsXEznSDAKHAvDdzd4kQjfCZ2r7X,AijPuF1wDJpdGUoW2kivAGpYq7KCiwTcqwwhx8oJWgwP,116238.62,0.01
DBcaSVSCVamYiPSmFtCHuopN2gZiX7jmQYvNBi2kPTYC,DDiyWrNoyUAdijor2sU7CCHPZbp3h4rDDKoFUobDmYsz,115912.88,0.01
53NYaG1gAENE7cA7BcEyJMbTbRrMH4EgExe9MHtgtW8Y,6yPyJYzG76eYCHZgqzLpSXoUAS1r1PWkTacV1nimXkrc,111379.08,0.01
FYaGtsU2mqL3xpzfKH95rYC2nvrugTJqXsbuPvhpD9yS,7JgGqJfQLXyU7a7Hn3YTkykRWWq34EYALwCzSUzLkvDL,109960.32,0.01
AqLhqNHNY1HognGQPWoDLpx593NAcG15vMSyuMyYPZMM,ALah5XnRZiJbDgwRDSQXkDZRYfDgskpzSSxMDRYzr2dX,96934.67,0.01
ABZqtJZHe1WXy4ns1nkcXUVQF2aryFH2b63RybRshwwi,2VXWeJ5Cs4UJ6PA7KqFZ8tzrCbp6JZT4FQW1fa1mi1JE,96890.35,0.01
2FQCUHUB3SVJfGCL92RKCYLWsLxn92YXB7V3v9H3xjmL,5g1hwBEQxanQ6H9VpCYTEzrcydYV4Q7P9PjfSSx2r83k,96353.53,0.01
9Qb47RirF88mcwbeHz5jMBrVjohVraAzo6xaBd9DC2A6,85mdi6a6EzsscEckBzxzZJYu5kSJL3B753ude8WH6NkB,91582.11,0.01
5rHdQ6XzDN8AUpT9qHj8mqkuyHDyyqQsmDNSNs93iFkE,Dz5B2yULqyiUN6gqnGF1vhm64VPLR54awab5bPWoKDim,89661.79,0.01
99EQz12eCPj9qRV1bVAyZKUKjEk1nSpL74worCSvz3di,24U4Mmc3TrvjS9k8woQ1DvCBKu8gCUxkXYr9H2A7dojj,88442.73,0.01
FTSKewhkhFqqcKskcWgtTbSBE8PasDPBWr8kckRQ4RyK,Bi3oihJaeZJMCZhoL8oQ6Vpw2J2rK8MU57KDyHXSyhaS,86496.83,0.01
7Nmb56uiTBzVj8M1aTn7EFnxmJomwswjn5W6qb8P2bzG,9ubLqYcyg5V5nrwJeZLqwVnQZwk3QiKWFxWLMsLvwFiG,86385.03,0.01
9YcE52tjqYxbEuXDKRz2HNvqFu9w18PpLbP5NEqWsxub,3qwPZEdyyThUUWDEshQoXbDVw6n4XVmySPdGU5r6ADFo,83902.28,0.01
HviJjG2JCVgfZxNA7HTtX6E8ioyEHWNevj4nCne7Ugih,6LmNJUmPogMXaF5jxtcFwJCr2af6yh3mkCeSBb1GBAXN,79694.18,0.01
EqQwNB3pudNh18Rcx5cpmJfVcmuicKLKHRkUjebZ66Ds,Aa5KvNP887jK53nQZ7P5SstFJ7FoXoeMysDsVfwtWPmF,76110.1,0.01
9ZbfoJGm3SYXsP4dwGyPpEutHKnS6e2kH2NLyG1aRvby,FW2amYG8Eub2t3fUmBrGeNFeCMh8Bi3AE6vJ7v3tm157,75431.17,0.01
DNdqJ2aUMdvGpGc3R75ptB5Dfk2SyTwoMuzMwz8oDqGh,Ha2NuVBnzqeu6LqV7dNZ1k3d3vhVVXGZVsr5jX5thFdy,75391.45,0.01
4h7f8mTNCAPpQbGw5WspZboqeUNNSjFgHJ76kUw9iRcS,LEyfNnEMzUTFchu2Lj7eoV1NeCj7eY23N5dNZDZpxB9,75280.25,0.01
9pDvo959UR8iy4Jfjn36nUFZQkmCxEbn9JQVRL5mxVQ2,GESbgMijAcW5tEZDEd42EghPqFkb1Jfo9TTvtqJffKLH,67278.92,0.01
FZpoSKja1PWLmTnPcjLvHk5Qhvz83qCxoDhPqmkpyh7G,Gq1jxFLkrykFSA5mGHFeYt4EiRFb5xJvPMU6WW4v7KjB,63410.18,0.01
FnXx4H1p8jrzVVUkAQFvuTpjAjihvERwZDupZs11VXNS,9zKoF8sjfsCvWr5U4xQe12FeXPJ8VCr6fXYG166CPEZP,61102.56,0.01
G1qCLqjXBziWX41u7Ga2Wc5eUg85SCVt5JoUyMvJeY9p,7vDo3GQVrCRTvYFrauw56vzn1Zw1aDiMCGfTiAP87cPU,59959.04,0.01
8PUitLyKQJ1WXmrxScp6pnxcV9yXHPSKguTMLGhCjfMs,HS9TU9Af6SqmJauEH2eAiFTfrBAEL2t4U5BfgotHAECh,59851.55,0.01
36ZYwv8sspxW91JB8crqezDYZBzpYqSZAZcwH75xUciq,E8yptUP8JMUEVXxKoe8TUy1N8VqE5A2Teh8yLuakTaTb,56753.31,0.01
9kC9fTcYbpyoMZ2zo5kfsMehaEKd5WPHZvhT33VHDC5e,8MnqvqUgoJSRNK3kngfUTCoLzENmEcihVCEhBWH4pJHx,54789.6,0.01
7AsC1a5HKr5Kf7VgX5CEW2Gusx5KTvBngQVVhMLCKoLe,4tR14nChykAn9EenQHKPA7wtfDSwijBsniMmTWrnQohA,54053.34,0.01
5ugT9t6RwVpwKzqpzpQkvjnnoU7ejPfEY79adCgYq1sF,KiRPaD86jZQWXYWwJxsStpkv1a3XwBf1qgTTz5WuxGm,46994.27,0
D89oBcDPLpGPRBusNQuRkQYtFjtazeeEBjHD9Pszqg58,3yT7TPmbe87L619DnA8e5evAr7QzEgSyDWwx2SzcCp12,45996.55,0
D8RvvVuXjn3nkA2b59W53UhQLsRaiXiEpGzvdXxThbHN,7AXNQj71rxpp7XXs7gB5eVssxZjiobGAXTcV6UGFfHSQ,45123.36,0
8ctsb69oEy2tZNib8VU52k6c1Ea9gWrLceKGCYQiQoxU,ADF1zoqrEWwb6NPRWxeDvUWjzJ2TXDdw2FCGqWdK834p,44883.29,0
9HTA9RqN6JoMfumhYHgnarVvRDV58rYLKftf8ZsZRWa6,C7GuUGq2mHwqknUkKF1X32Sm2oja8gTc7N76zvhKANPn,43484.7,0
7nDEFeEActwRPNCgeaaX8M6TZco5TruSCq8NMF1LG2gq,4GwcPKMBLba6sbjfrwcG8jfNxHrKT4uRVvupqJVcGw7s,43018.67,0
2vYAtmKeofN9JEbQtsGvbKx2JbnWjg1J2rnTQRBStxst,2dH7fCyJWjUJSQpJjVa5goUmSdgZCxtuf8oQb5EeSSY1,39459.87,0
3i8PyG3k8mpqWVMNWNrhxCcRfGAZEfBkfaFXBi8qweLs,5fcKE4mtr9LGQk1wYwJLSdc5Z8AfPJb16gr5Wy1Kn5n1,38868.81,0
3BQqpVFXvTdtSHJziyRjGXcQnFTnDZ1K2Yzx7dVTd3ZK,HsgscdKpjt4evhvWE1xzTMACkVkpNVS3PP1iScVdjpkn,35942.11,0
HTy2gHey1NSZVrXhzkkX1bZmbqxcejo3q8fjy1JVikrm,7zwax29UkHCtXZJbzuWoKDq2CsZyLok9qFSVUXkcsAbF,31501.81,0
GoGhuRWZW9uFG7uCa4P1kX6ZGRdZii8W7pFrMyDzLmvw,5X2RRKxGzFZB7wwMwcq65BDUE1StkSq7GN1asE8YXiDX,30000,0
5RbcMRbAyfRDBWQFXgHeBtqSWTgppQCRHFt1YdbJadBe,5bZEszAKE72XF1H4taJN5tpnGDjmir4zByNUMfRjfDPz,29953.96,0
8Qxc2zbRJbA7sTihdTbuJpQGR36LNiEsfNDkBSxaWmo1,ECkimUA8H8SjUfLRVi21qxryXUTvhwzEaxxcoWPP5g6d,24111.49,0
AYiGXrdwv6zTDyM4AjTVnM5YFQ6x1SAwBN7Gpp14eXHe,J14LRc9qWjnXWPhg9rtvsDzAF1eYMGYqRcweUZfZec1m,23770,0
EBSrrpFsoXY9PAcQx5kPwc1umeBNbFMua8KEFhnRDD96,BcNwEy3rm12W2WvXbNHMvwUkV8AChxzpbFPaLajjnQko,23240.88,0
5QWWEwebMAyMup8FhG7Mmd97Y8d9Lh64WSV1iwRdw2X,HjjqMcwfc1spUhyuUexEhiLaAr7om2JxKhYFKN3iy7RS,23159.24,0
8tfQ2iKTj29n2Vss9Tg3w9jyAeC4PWyXWPcsRomwBUV9,Gh9zdUu2dV2NGE787cUYXCDojBrUVsJjNYzzeRjhL35A,23062.99,0
8q9a75hj19rvd7hCv3ngdtYzJ6Yy5QQt14LAVCYfHDDe,oC4TY2sknyuPuC9VvrwwMecB52mUJe1t3jKPAgMEmRY,21736.8,0
ErvUeV4wLFQsiNXRN3c1PnZYTZL5eictnApntdvdr2g4,ATbfREVUgJygtgJ1zqBo4ZUm623pMcxx43VDCq8E5UAC,21418.45,0
Aown2P6CVZWwHrXy476C1QjZhg27JE1GjH1qK23p96tf,7SNhBBohWMBvLCCBQx2cCEy6B6zs8UQTpA3MW4vDZNbd,20853.08,0
4rzUdEMktSDrWSJkypALSif73ugUftDV5eZA4x9XRYM7,5t1VACWE13gbB88qbuHMJ9Fvew9iur9Nv4Tba21TDGdc,19700.89,0
GNorYihwACLtqf7p2fJ4iHkfsAZfMduzRdwxoSE7qTvv,EaoJ9FTyk4YNSVrS1SWJoKgpB7f9pk2hcQFTHAkvp2am,19502.29,0
B57MpTeXGjCod6pTf56azyHc2EoQW4f7vtW45LWr9KS1,CLjRxNQCd4G7GyZqubMebUsq3wVKPhtssAaUUX335vAm,18847.7,0
H4wuXBQ6pz57hy6JYXCAPibcMimKwrwN9njJECawqDXx,9arNj38wQCHTuoNa2sP3Mx8wMaGgsd27atWL7VLFVcXt,18014.6,0
49X5BACf18CMsfzfzLwAEB6Fd5WXP3nP7kFF1dGrDjPV,CxgayUuKWPzMkUXArARt6gmK1yaZpfb5WmDNUvb8JPUZ,16668.08,0
CWq2WXWPJNXBbwbvvGGSAWAHEyVkYtJk69cBL7DeZgCy,B146Kiay9WgJr4QHPaAApa7aAfYdNZRvKB1wpUQaynGj,15068.34,0
GdcsHcsZ6kRNbiST1Ty7gMmhei6VEqopPevNg2GEzM1m,Eb8PpLHNU3qTZF2rXVLeX1VAohzMdTYnJEyJqFHcQ3cQ,14597.52,0
B26enMjgfyTyQPmdSvmhfr6d5EWEA6sMQAHUdp4RhGai,8TWNVbu9SXMWMNkg2fXQWkhScNFJX9bW3pVrXPmcPV1g,14249.52,0
ZG98FUCjb8mJ824Gbs6RsgVmr1FhXb2oNiJHa2dwmPd,Ef9nC17fFuRu5s9NPNu5215cmsHEYpYoftCmk4VU5t3M,7183.94,0
BGeG8FDzaQhYSbuBzaEuXTD5ttYty7MyCSiE6SRWAx4Z,xE3huoPRQ5vFE7K1L1JtkxAg1J15B5ZHGAHkNuSXWYZ,6003.18,0
EfNFSyCdaEMrt6Zf4zBozc5QzkCjo21XNqbQ38vD55ER,6ks6TCG6NQktUgyA8TYHLRkygqNDk8otkf5Cs8JqSfQc,4999.37,0
6KFVj2czLwNQeE4yBgFau6LHUS72vqgP11Sv1JUNxghz,CHgS9fTiy5suoeYWd9z2sVnsFiqeqknuSBqDy2dr1n5J,4016.98,0
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,J2TXFrZb1Zziq2YEFXmb5t5TeWeLJ1dBzLcutfyFuSpT,2057.22,0
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,9jViuRXyYNK2ykba9ZvsekcFCEdTm2TXhq7LrvkDaFnZ,1720.7,0
6NawkFrogWrXCqXq6YLXdQMTPcSDq82BkJDBZE5TNBgV,B2DYtGWBUGZ4sq6acSk1o8z4mzP6nEbcradozwxip4dh,107.18,0
8GcB4U1z4AM52MphmojCeGYeZvM4V8bddqqvkgppW7oX,Ab3VeKXtj98ZB47uv7esbaRf5AS8ymFWcosRrXbyKujP,1.99,0
Ft6fYHWk9cn1gCQk6i7V8PibaqRMCRN2uxuH6UpvUAU7,CQSc8EVjZnk89yc82btUVH5fwnBqkvE16Ys89bQZxCQM,1.85,0
C1mBNM6HRL3YPajHNVz548hRQm3cXNgGHxekbb7a74LS,6EYft88tcPZ9mSfwagKsLtn7RkUe5gBoGEAiarGiVNJ4,1.82,0
Bjo56HbWaZyUkugAAKBfEX4gQspAQ6dkH6z3MPxCUcY5,8X3zZfYCvf84sRbRzXTZp6TUNbKT2ZC9rpv1jF3u5sA1,1.8,0
2etCvjad18EsvK4w79mz9Dk5HjTgWq3NSZ8oUXpHNLLS,435eKxodHYHrgn9B62ZZASemCJA7TyKNfhnt4Dc63cqs,1.75,0
6Yzaov72aAtFp3iXRkVeL3df8YfTZzFgdyuAUrTnwrej,FzBK3n29BtUYCDYzRb45bQmx4vj1qgtp8eCiY8wZS3qF,1.73,0
B8n5nUBxupmanUUP9Jfds1gKYkiMZSeSVkpjeS7qg4Vm,dWS4QVXGLFTSjWpF93dbP1iQPBsh9ep4eEXxa5jjeab,1.64,0
DXJDWAyd1s6N97sbbBmb4kL4BsR4jAcWSH1Fa1CVbRZH,aJusybcjwTUGV3BU3MtkJP5eeHhwK4vve9aR6784Ash,1.61,0
9Shfd7YTuVxf7hSgNieKfBkNtQScnZRiCJ2iF5Hp71v7,AaKYQu2ds7hzfPoCNmJEAFGufmTzLhTwY6TddzUqpZoy,1.5,0
9mDd8QhkkpREV9YoAZw31n9QGDwefEhrTDNgfUsmqYDY,HijcTE2J68QuGiqBbbLZ63mDydxh4sVCmGFWEhGwWbU9,1.48,0
9W2Ktf1HZQB9z5giku9s938M6tyqrpEAQ4nkqAA3AxGD,91MYZ3B3MS8knUMoqeekwVghFHuto8J3Qnoekh2RXY5a,1.45,0
6yVHvvofbnGf7CJboYX54RgWw3xn9tHojGTrwWjfqmNS,4r11EuQuNxpMcQWr2G4DXjWHwWQjeov3BBxigciF8C7X,1.44,0
HnW79mQ94uWP7Hztit1oqg7h2v9Wha4gBYHWJfAP6UEf,8VgVUfAz4WLpZgugL6bGbi5GQXC898DHCNh4zJgQha8s,1.32,0
2hKDsPgnJW9TmiKAFNUK4X6Bd1KfjShcuMZhuZzNyVM2,6jBpfLjg6LjexLTDbx8svWSvZQswmJGy7LVoXyYcDV5G,1.17,0
Bzs23X7bmQV6WuhCjVEbWNqhnFZXPYKFCoizq7A3UeAX,2aPXMeGwF1HGKW9RJRq3EQPR58fEKGEKeobo43CAdFC6,1.12,0
E1haNwAX7mdNRNGCpvgUpyxk6Z17uXxainGpotZtsDfs,EPgMxPLDkij9w9tkov12HjkcFcn9UGa9dJu7ZfgjEwps,1.09,0
3HAdLD5vyGFyxzQBdGhTXigW9VwXaGwu7CatfeFTqBKQ,HprRU7vc4ve9E2UBxv1XxJx7xLDuju4LabcirYLSPHcy,1.05,0
5EdgctaH2qNCLXHXyKK7iihLWidKBivabq5aJPCQwHuk,2Aa2Xf9oC1q8n8qKY4tB3kmnLa1YF8FpUo23ACmazKJm,1.01,0
8oAoji8HDLfwjoDKdkZj8KcHYnnHjP4Rj4esjMDAUuY7,CJCKi4RN73vgkpVB2oK4gefJXXbxHhA85YjdMzpeqnYm,0.95,0
DXFSYjydYWmNxyDT2ApywanmPRhfntjhXJ4fK3hbzZrM,FpvMnYP9izdB9ZRDPr5916kUgtKA618duBR7UsrWH7Cd,0.42,0
No9X19LnxK5NhFGRT6PJzQwrsKF2FfiRHckUSeMtWC7,A1dsSS77nSqd2xSYxffPUgJrGDx6f4D1Zi2fyX46aYEw,0.3,0
77QkGcAzmNttQ14d9wQwdG28k2At3yaQ4xSTL7ZHnTNN,9BqJzto1LsgQWpsN4y3MyGk7To4xc2fH2y3Fn9hcM6Bo,0,0
Bz3ECgmfpLTbCWbA2eKqsFq5JEHrP1oTY7rDBjAqAheM,DgXzgz2e6DW6bxWLuaDKL6RQRM3hQVariuGpPrtjoqnk,0,0
5ZNpuo7Y2YAxFDsraE6C8SAP2zRTxanf2AB5mi9AERRP,5BKwSgHYdehJp3B5ArfrBGhVCrTwjYx4HK5ugZDoZuoe,0,0
